customer_id,adviser_id,is_assigned,rank,fit_score,model_score
CUS-00051,ADV-0159,True,2,80.8,0.02911117960573976
CUS-00052,ADV-0004,False,6,67.7,0.09713872397209763
CUS-00053,ADV-0095,False,3,81.4,0.002156968916678261
CUS-00054,ADV-0104,False,4,67.0,0.4937394225356809
CUS-00055,ADV-0135,False,5,73.1,0.16607255908657068
CUS-00056,ADV-0092,False,1,84.9,0.1598290272157946
CUS-00057,ADV-0164,False,8,61.0,-0.0056483423950609785
CUS-00058,ADV-0218,False,8,68.5,0.01253738642080339
CUS-00059,ADV-0111,False,1,86.8,0.14801586393430985
CUS-00060,ADV-0190,True,7,52.4,1.6434979052272713
CUS-00061,ADV-0058,False,4,74.7,0.01094446708215829
CUS-00062,ADV-0102,False,8,62.7,0.15832267573012274
CUS-00063,ADV-0107,False,8,62.6,0.3020611709305885
CUS-00064,ADV-0208,False,7,57.2,0.9554125068986493
CUS-00065,ADV-0113,False,7,66.6,0.07838947386851901
CUS-00066,ADV-0123,False,5,82.5,0.21331312360618743
CUS-00067,ADV-0027,False,8,56.2,0.879099963311076
CUS-00068,ADV-0092,False,1,84.9,0.1598290272157946
CUS-00069,ADV-0096,False,3,84.2,-0.041799774661216704
CUS-00070,ADV-0038,False,1,90.2,0.02656103928435495
CUS-00071,ADV-0178,True,7,65.1,0.03840287523338342
CUS-00072,ADV-0034,True,4,64.1,0.39537319115683633
CUS-00073,ADV-0137,False,8,63.9,0.07394869340257659
CUS-00074,ADV-0244,False,3,81.5,0.22289511157265413
CUS-00075,ADV-0175,False,8,54.6,0.1532796321573057
CUS-00076,ADV-0101,False,5,66.7,0.1318820002458961
CUS-00077,ADV-0189,False,8,66.8,0.32729751074292845
CUS-00078,ADV-0118,False,7,60.9,0.22229117054787748
CUS-00079,ADV-0018,False,4,81.0,-0.040480912854314634
CUS-00080,ADV-0206,False,3,80.9,-0.020872496334254056
CUS-00081,ADV-0173,False,5,67.4,0.06716125013024343
CUS-00082,ADV-0008,False,4,72.8,0.30065953788901245
CUS-00083,ADV-0142,False,5,59.4,0.2747175573014024
CUS-00084,ADV-0048,False,2,88.0,0.41811116077188076
CUS-00085,ADV-0166,False,3,76.6,0.048191051005402726
CUS-00086,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00087,ADV-0208,False,6,64.9,0.579412708630281
CUS-00088,ADV-0004,True,8,58.9,0.1935114265409114
CUS-00089,ADV-0057,False,4,74.1,-0.04353164527256075
CUS-00090,ADV-0109,False,4,72.3,-0.0726605086029294
CUS-00091,ADV-0193,True,7,63.4,0.2700727756144726
CUS-00092,ADV-0145,False,7,73.2,-0.045457238663818525
CUS-00093,ADV-0078,False,7,62.2,0.11111096716889807
CUS-00094,ADV-0164,True,8,62.2,0.08465211711166715
CUS-00095,ADV-0167,False,8,53.1,1.1459922929199988
CUS-00096,ADV-0173,False,8,62.3,0.7041671659799827
CUS-00097,ADV-0227,False,8,66.1,0.011181559062535849
CUS-00098,ADV-0173,False,8,59.9,0.41589155886857915
CUS-00099,ADV-0035,False,2,75.7,0.09149131773837954
CUS-00100,ADV-0110,True,8,61.8,0.11312188119475622
CUS-00101,ADV-0231,True,5,72.5,-0.02542721447017718
CUS-00102,ADV-0074,False,1,75.1,0.1850848799743986
CUS-00103,ADV-0185,False,7,70.9,0.36275259011276145
CUS-00104,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00105,ADV-0029,False,8,57.1,0.7124631417236007
CUS-00106,ADV-0015,False,8,62.0,0.35761216490466924
CUS-00107,ADV-0173,False,8,61.7,0.33989487234225085
CUS-00108,ADV-0067,False,5,72.5,0.01471262245626927
CUS-00109,ADV-0058,False,4,74.7,0.01094446708215829
CUS-00110,ADV-0167,True,8,48.1,0.16369696835291805
CUS-00111,ADV-0096,False,3,75.2,-0.00029669196785056117
CUS-00112,ADV-0050,False,7,59.8,-0.06413002800720247
CUS-00113,ADV-0010,False,6,59.3,0.3377085502400357
CUS-00114,ADV-0202,False,2,82.5,0.11077425452978253
CUS-00115,ADV-0104,False,3,76.0,0.06557003656481862
CUS-00116,ADV-0081,True,7,63.3,0.23639584394259522
CUS-00117,ADV-0123,False,2,82.5,0.21331312360618743
CUS-00118,ADV-0029,False,7,66.0,0.06396676987516975
CUS-00119,ADV-0245,False,8,59.6,0.6438790096658118
CUS-00120,ADV-0104,False,4,76.0,0.06557003656481862
CUS-00121,ADV-0101,False,7,66.8,0.12105923600930808
CUS-00122,ADV-0193,False,8,68.3,0.22721169041351902
CUS-00123,ADV-0051,False,5,69.8,0.02068234638305112
CUS-00124,ADV-0123,False,2,82.5,0.39365273062259926
CUS-00125,ADV-0208,False,8,57.0,1.0144414301507891
CUS-00126,ADV-0216,False,8,72.9,0.25542566213844997
CUS-00127,ADV-0172,False,2,65.6,0.789597861743824
CUS-00128,ADV-0240,False,2,71.4,0.11582025590700536
CUS-00129,ADV-0035,False,7,66.7,0.7354063563573253
CUS-00130,ADV-0023,False,3,69.5,0.18001841171788815
CUS-00131,ADV-0218,False,8,54.9,0.11343200064871811
CUS-00132,ADV-0018,False,1,72.0,0.10990580964218317
CUS-00133,ADV-0185,False,7,70.0,0.05776765014259404
CUS-00134,ADV-0137,False,8,67.1,0.047328634843333314
CUS-00135,ADV-0024,True,7,58.8,0.281625523935671
CUS-00136,ADV-0231,False,4,72.5,-0.02542721447017718
CUS-00137,ADV-0158,True,6,73.2,-0.045457238663818525
CUS-00138,ADV-0011,False,2,81.5,-0.02319427164439171
CUS-00139,ADV-0004,False,8,67.3,0.16533068710141804
CUS-00140,ADV-0075,True,6,67.5,0.09754115890412808
CUS-00141,ADV-0171,False,1,82.3,0.2291828001542299
CUS-00142,ADV-0092,False,1,84.9,0.1598290272157946
CUS-00143,ADV-0070,False,7,74.7,1.0278837518111896
CUS-00144,ADV-0195,False,7,62.1,0.2458184523510791
CUS-00145,ADV-0184,False,8,63.3,0.07080585295977344
CUS-00146,ADV-0232,False,2,75.3,0.11436373165331819
CUS-00147,ADV-0205,False,2,85.7,0.26027781083173124
CUS-00148,ADV-0021,True,8,47.4,1.5658076394106835
CUS-00149,ADV-0027,False,8,56.1,1.1927313257464414
CUS-00150,ADV-0159,False,1,80.7,0.09904348206639847
CUS-00151,ADV-0232,False,4,68.9,0.1521633249203032
CUS-00152,ADV-0224,False,3,81.2,0.5125407774987574
CUS-00153,ADV-0244,False,4,81.5,0.22289511157265413
CUS-00154,ADV-0037,True,5,71.1,0.4805199914608495
CUS-00155,ADV-0177,False,8,64.2,0.09524011690373413
CUS-00156,ADV-0202,False,3,82.5,0.11077425452978253
CUS-00157,ADV-0189,False,5,64.4,0.25238264055489584
CUS-00158,ADV-0099,False,4,73.2,0.18009280357566454
CUS-00159,ADV-0123,True,2,82.5,0.21331312360618743
CUS-00160,ADV-0074,False,3,75.4,0.3628772915055005
CUS-00161,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00162,ADV-0232,False,3,68.9,0.12320964961453305
CUS-00163,ADV-0136,False,8,61.8,-0.02430480810569303
CUS-00164,ADV-0081,False,5,73.2,0.0880233795243407
CUS-00165,ADV-0023,False,2,69.5,0.18001841171788815
CUS-00166,ADV-0211,False,5,69.1,0.12238343805861114
CUS-00167,ADV-0177,False,8,58.3,0.553628721450648
CUS-00168,ADV-0087,False,1,90.2,-0.02343672837096638
CUS-00169,ADV-0178,False,8,58.2,-0.037873992122910954
CUS-00170,ADV-0035,False,5,75.7,0.09149131773837954
CUS-00171,ADV-0104,False,4,76.0,0.06557003656481862
CUS-00172,ADV-0111,False,2,86.8,0.14801586393430985
CUS-00173,ADV-0208,True,8,61.3,1.0818252987163224
CUS-00174,ADV-0223,True,1,86.8,0.543339517629478
CUS-00175,ADV-0177,True,7,60.0,0.8686575125737321
CUS-00176,ADV-0214,False,8,53.8,0.6280031529477338
CUS-00177,ADV-0231,True,5,72.5,-0.02542721447017718
CUS-00178,ADV-0098,False,6,61.9,0.15996217167054344
CUS-00179,ADV-0214,False,7,62.2,0.49668991800041096
CUS-00180,ADV-0038,False,1,90.2,0.02656103928435495
CUS-00181,ADV-0238,True,7,64.2,0.36267950233266893
CUS-00182,ADV-0064,False,2,75.9,0.05507827660952199
CUS-00183,ADV-0216,False,5,72.6,0.30043232493776234
CUS-00184,ADV-0035,False,7,75.7,0.09149131773837954
CUS-00185,ADV-0051,False,7,60.8,1.3534088206614028
CUS-00186,ADV-0173,False,5,61.7,0.5420516846684683
CUS-00187,ADV-0104,False,2,67.0,0.4937394225356809
CUS-00188,ADV-0212,False,6,63.4,0.2805889607151669
CUS-00189,ADV-0074,False,4,76.0,0.3144906520715265
CUS-00190,ADV-0029,True,8,63.6,0.08306247761950246
CUS-00191,ADV-0233,False,2,82.2,0.20618494488970332
CUS-00192,ADV-0071,True,1,73.7,0.22689161992841061
CUS-00193,ADV-0205,True,2,85.4,0.4090542238708487
CUS-00194,ADV-0027,False,8,54.3,0.38364009349690564
CUS-00195,ADV-0197,False,1,87.1,0.7775571402807308
CUS-00196,ADV-0209,False,3,80.3,-0.02015685769720831
CUS-00197,ADV-0186,True,1,71.7,0.2671698600907803
CUS-00198,ADV-0099,False,5,64.9,0.8090247448502654
CUS-00199,ADV-0102,False,8,53.4,0.17215009114512844
CUS-00200,ADV-0246,False,4,77.5,0.08865165477371767
CUS-00201,ADV-0053,False,3,81.5,-0.00991608422636137
CUS-00202,ADV-0229,False,5,82.5,0.20176751214578842
CUS-00203,ADV-0015,False,8,68.4,-8.325148171654676e-05
CUS-00204,ADV-0111,False,1,86.8,0.14801586393430985
CUS-00205,ADV-0224,False,7,72.8,0.10332785108955142
CUS-00206,ADV-0177,False,8,55.9,0.13317213832280442
CUS-00207,ADV-0033,False,5,66.1,0.07110641864636037
CUS-00208,ADV-0173,True,8,62.5,0.4407730244820208
CUS-00209,ADV-0119,False,5,66.6,0.2503205906027584
CUS-00210,ADV-0092,False,1,84.9,0.1598290272157946
CUS-00211,ADV-0101,False,8,66.3,0.1044624278142995
CUS-00212,ADV-0108,True,8,53.5,0.6775845766466861
CUS-00213,ADV-0020,True,8,64.7,0.25496351820088686
CUS-00214,ADV-0208,False,8,62.3,0.8608885098015671
CUS-00215,ADV-0111,False,1,86.8,0.14801586393430985
CUS-00216,ADV-0172,False,6,65.2,0.7254520905876185
CUS-00217,ADV-0195,True,7,65.7,0.4553912789704167
CUS-00218,ADV-0205,False,2,85.1,0.5365782854838487
CUS-00219,ADV-0023,False,5,69.5,0.18001841171788815
CUS-00220,ADV-0230,False,8,65.9,0.1215258802948146
CUS-00221,ADV-0049,False,7,62.9,0.05419161443549344
CUS-00222,ADV-0214,False,8,54.8,0.9342010734742745
CUS-00223,ADV-0028,True,1,82.6,0.2361361663771584
CUS-00224,ADV-0052,False,4,73.3,-0.045457238663818525
CUS-00225,ADV-0059,False,3,78.6,0.13324116359130384
CUS-00226,ADV-0245,False,8,59.7,0.15404802552445476
CUS-00227,ADV-0152,False,7,70.5,-0.04517559557353816
CUS-00228,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00229,ADV-0244,False,3,81.5,0.22289511157265413
CUS-00230,ADV-0162,False,4,80.2,-0.04372522244759977
CUS-00231,ADV-0123,False,1,82.5,0.21331312360618743
CUS-00232,ADV-0128,False,7,62.3,0.07002126776999183
CUS-00233,ADV-0167,True,8,48.8,1.278243565651152
CUS-00234,ADV-0023,False,5,78.5,-0.05632037612167005
CUS-00235,ADV-0046,True,4,66.1,0.06769736883665814
CUS-00236,ADV-0106,False,5,74.2,-0.056027662625303044
CUS-00237,ADV-0234,False,5,73.6,0.03478596629963352
CUS-00238,ADV-0018,False,3,81.0,-0.040480912854314634
CUS-00239,ADV-0066,False,6,77.0,0.029713247616616416
CUS-00240,ADV-0050,True,7,58.7,0.18128903154088466
CUS-00241,ADV-0214,True,7,57.3,2.395857193714936
CUS-00242,ADV-0200,False,4,63.1,-0.06848139665203905
CUS-00243,ADV-0075,True,7,66.7,0.294916338673214
CUS-00244,ADV-0215,False,6,71.6,0.11786088017327472
CUS-00245,ADV-0099,True,6,65.1,1.1131545878331177
CUS-00246,ADV-0185,False,5,65.2,0.33503713750962666
CUS-00247,ADV-0225,False,2,75.1,0.16957158019475263
CUS-00248,ADV-0190,False,7,63.8,0.06247656977084871
CUS-00249,ADV-0050,False,8,54.1,0.2836224568495318
CUS-00250,ADV-0238,False,8,59.5,0.08195303978817138
CUS-00251,ADV-0216,False,5,74.0,-0.009478088957968148
CUS-00252,ADV-0111,False,1,86.8,0.14801586393430985
CUS-00253,ADV-0134,False,1,85.9,0.11304957904761632
CUS-00254,ADV-0145,False,3,73.2,-0.045457238663818525
CUS-00255,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00256,ADV-0037,False,4,71.3,0.33492243670708044
CUS-00257,ADV-0247,False,6,61.2,0.3058780585541083
CUS-00258,ADV-0231,False,5,72.5,-0.02542721447017718
CUS-00259,ADV-0028,False,1,90.1,0.6261926145425467
CUS-00260,ADV-0185,False,8,64.2,0.030076252832367367
CUS-00261,ADV-0209,False,2,80.3,-0.02015685769720831
CUS-00262,ADV-0093,False,4,79.7,0.12178902043090034
CUS-00263,ADV-0185,True,3,64.2,0.030076252832367367
CUS-00264,ADV-0011,False,1,81.5,-0.02319427164439171
CUS-00265,ADV-0186,False,2,80.7,-0.043427672824525476
CUS-00266,ADV-0212,True,7,63.5,0.282604062663845
CUS-00267,ADV-0156,False,7,60.1,0.12330493248871738
CUS-00268,ADV-0162,True,3,80.2,-0.04372522244759977
CUS-00269,ADV-0071,True,4,80.0,0.23621489553112657
CUS-00270,ADV-0102,False,8,58.1,0.18195620654044173
CUS-00271,ADV-0233,False,4,82.2,0.20618494488970332
CUS-00272,ADV-0101,False,8,66.9,0.2179533953035424
CUS-00273,ADV-0042,False,1,74.3,-0.4776374721505708
CUS-00274,ADV-0027,False,8,56.3,1.159078407322264
CUS-00275,ADV-0170,True,3,79.9,-0.005528805963892451
CUS-00276,ADV-0041,False,3,72.0,-0.0667839041272973
CUS-00277,ADV-0172,False,6,64.3,0.5430348718629595
CUS-00278,ADV-0104,False,3,67.0,0.4937394225356809
CUS-00279,ADV-0107,False,8,63.3,0.05657499456404251
CUS-00280,ADV-0097,False,6,69.6,0.15811792967461485
CUS-00281,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00282,ADV-0109,False,6,72.3,-0.0726605086029294
CUS-00283,ADV-0196,False,3,79.0,-0.12481266773600869
CUS-00284,ADV-0162,False,2,80.2,-0.04372522244759977
CUS-00285,ADV-0162,False,3,80.2,-0.04372522244759977
CUS-00286,ADV-0125,False,6,71.9,0.06612269090877411
CUS-00287,ADV-0193,False,6,68.4,0.20692528893104634
CUS-00288,ADV-0150,False,5,72.5,0.11369472206660843
CUS-00289,ADV-0128,True,8,57.3,0.17039274513290198
CUS-00290,ADV-0156,False,8,63.0,-0.12134961553010294
CUS-00291,ADV-0168,True,2,78.6,-0.04689055898131733
CUS-00292,ADV-0024,True,8,61.5,0.4584921269297798
CUS-00293,ADV-0054,False,8,46.5,0.36017257556201193
CUS-00294,ADV-0009,False,1,85.8,0.4954838959053767
CUS-00295,ADV-0208,False,8,57.4,0.9910121970757796
CUS-00296,ADV-0190,False,8,66.1,0.07804383140615594
CUS-00297,ADV-0083,False,4,72.0,0.44874625628377046
CUS-00298,ADV-0145,False,6,73.2,-0.045457238663818525
CUS-00299,ADV-0190,False,8,54.0,1.1048307561737958
CUS-00300,ADV-0040,False,4,74.7,0.17533466502398937
CUS-00301,ADV-0172,True,5,66.3,0.7350656651145381
CUS-00302,ADV-0240,True,5,71.4,0.11582025590700536
CUS-00303,ADV-0202,True,5,82.5,0.11077425452978253
CUS-00304,ADV-0073,True,1,71.2,0.1429020125425078
CUS-00305,ADV-0135,False,6,69.0,0.8313891903519272
CUS-00306,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00307,ADV-0223,False,2,86.9,0.5199071176075468
CUS-00308,ADV-0128,False,7,65.2,0.3457666447447396
CUS-00309,ADV-0164,False,8,58.7,0.6058267596242182
CUS-00310,ADV-0224,False,3,82.2,0.3182567331300437
CUS-00311,ADV-0205,True,2,86.0,0.45185495908489576
CUS-00312,ADV-0059,False,2,75.9,0.03708915065565156
CUS-00313,ADV-0143,False,6,65.9,-0.015872277171393737
CUS-00314,ADV-0238,False,8,64.9,0.22704054038525323
CUS-00315,ADV-0177,False,7,60.2,0.7041311631421371
CUS-00316,ADV-0155,False,5,78.8,0.11539035149898672
CUS-00317,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00318,ADV-0244,False,5,81.5,0.22289511157265413
CUS-00319,ADV-0204,False,6,75.5,0.8491986926020001
CUS-00320,ADV-0074,False,5,74.9,0.14730179453226871
CUS-00321,ADV-0057,True,4,74.1,-0.04353164527256075
CUS-00322,ADV-0050,False,8,63.4,0.05105979904478884
CUS-00323,ADV-0038,True,2,90.2,0.02656103928435495
CUS-00324,ADV-0216,False,7,67.3,0.404416136867529
CUS-00325,ADV-0225,False,5,83.8,0.3130432500680169
CUS-00326,ADV-0111,False,3,86.8,0.14801586393430985
CUS-00327,ADV-0192,False,8,66.6,-0.04432346182285502
CUS-00328,ADV-0058,True,5,74.7,0.01094446708215829
CUS-00329,ADV-0035,True,5,66.7,0.7354063563573253
CUS-00330,ADV-0107,False,7,57.1,0.4836585921752136
CUS-00331,ADV-0173,True,6,61.9,0.7911496183866387
CUS-00332,ADV-0081,True,4,71.1,0.17433973457008772
CUS-00333,ADV-0244,False,3,81.5,0.22289511157265413
CUS-00334,ADV-0087,True,1,90.2,-0.02343672837096638
CUS-00335,ADV-0206,False,4,80.9,-0.020872496334254056
CUS-00336,ADV-0220,True,5,71.3,0.047662626705996705
CUS-00337,ADV-0142,False,7,67.7,0.3987248994245608
CUS-00338,ADV-0175,False,7,52.0,0.7489342798698664
CUS-00339,ADV-0194,False,8,67.7,0.17644057453594952
CUS-00340,ADV-0010,False,8,63.5,0.055464799923019496
CUS-00341,ADV-0092,False,1,84.9,0.1598290272157946
CUS-00342,ADV-0208,False,7,66.4,1.2109040171772232
CUS-00343,ADV-0009,False,1,85.8,0.8803178231729986
CUS-00344,ADV-0185,False,8,71.2,0.14245034787614255
CUS-00345,ADV-0006,False,1,93.7,-0.0736682222040818
CUS-00346,ADV-0245,False,8,60.2,0.6021028987309621
CUS-00347,ADV-0128,False,7,65.9,0.2676001635745432
CUS-00348,ADV-0028,False,1,91.6,0.1730505059085252
CUS-00349,ADV-0006,False,1,93.7,-0.0736682222040818
CUS-00350,ADV-0012,False,8,64.3,0.08182934749033169
CUS-00351,ADV-0054,False,8,56.4,0.3740340214826336
CUS-00352,ADV-0193,False,6,72.6,0.022123410152536948
CUS-00353,ADV-0234,False,4,73.6,0.03478596629963352
CUS-00354,ADV-0123,True,2,82.5,0.21331312360618743
CUS-00355,ADV-0052,False,7,71.0,0.09868086146657752
CUS-00356,ADV-0197,False,1,79.3,0.16639930178511483
CUS-00357,ADV-0028,False,1,92.0,0.41495314139802963
CUS-00358,ADV-0092,False,2,84.9,0.1598290272157946
CUS-00359,ADV-0171,False,1,82.3,0.2291828001542299
CUS-00360,ADV-0167,False,8,53.2,0.8446210087826291
CUS-00361,ADV-0164,False,8,49.2,1.0080851116755025
CUS-00362,ADV-0083,False,4,77.9,0.2999617820855607
CUS-00363,ADV-0058,False,3,74.7,0.01094446708215829
CUS-00364,ADV-0214,False,8,62.7,0.44541663209082516
CUS-00365,ADV-0150,True,3,72.5,0.11369472206660843
CUS-00366,ADV-0187,True,2,79.5,-0.05904933645059561
CUS-00367,ADV-0126,False,8,65.9,0.015475424039617052
CUS-00368,ADV-0063,False,4,80.6,-0.027248401970387706
CUS-00369,ADV-0197,False,1,87.7,0.8768051849692128
CUS-00370,ADV-0104,False,4,67.0,0.4937394225356809
CUS-00371,ADV-0123,False,3,82.5,0.21331312360618743
CUS-00372,ADV-0232,False,3,75.2,0.23689674652702009
CUS-00373,ADV-0052,False,5,72.0,0.3949011599663102
CUS-00374,ADV-0205,True,2,78.8,0.2832669198422019
CUS-00375,ADV-0229,False,2,77.7,-0.028644125730587344
CUS-00376,ADV-0151,True,6,68.9,0.02219689933544786
CUS-00377,ADV-0227,False,8,61.4,-0.13875261620333534
CUS-00378,ADV-0232,True,5,70.1,0.6261086781269517
CUS-00379,ADV-0081,True,2,74.3,0.09143419444114481
CUS-00380,ADV-0061,False,3,72.0,0.019686117696124866
CUS-00381,ADV-0244,False,5,81.5,0.22289511157265413
CUS-00382,ADV-0058,True,4,74.7,0.01094446708215829
CUS-00383,ADV-0214,False,8,54.2,1.273943810113881
CUS-00384,ADV-0195,False,7,66.5,0.6166479004566373
CUS-00385,ADV-0162,True,4,80.2,-0.04372522244759977
CUS-00386,ADV-0184,False,8,61.3,0.2473488250018253
CUS-00387,ADV-0050,False,8,57.9,0.25327987804063923
CUS-00388,ADV-0048,True,1,88.0,0.41811116077188076
CUS-00389,ADV-0167,False,8,50.3,1.1556720097211561
CUS-00390,ADV-0059,False,5,77.3,0.1127312370324715
CUS-00391,ADV-0194,False,2,76.0,-0.011494726222864793
CUS-00392,ADV-0193,False,6,64.4,0.16040758993499632
CUS-00393,ADV-0177,False,8,56.2,0.3566812819839417
CUS-00394,ADV-0007,False,7,60.5,0.3039197789898588
CUS-00395,ADV-0092,False,1,84.9,0.1598290272157946
CUS-00396,ADV-0220,False,7,69.8,0.20988406379953503
CUS-00397,ADV-0048,False,1,88.0,0.41811116077188076
CUS-00398,ADV-0167,False,8,57.5,0.33300527277037334
CUS-00399,ADV-0122,False,5,65.7,0.4615352794658655
CUS-00400,ADV-0105,False,8,70.0,0.25827011778160824
CUS-00401,ADV-0108,False,8,53.7,0.8329268932470445
CUS-00402,ADV-0176,True,3,79.2,0.10092021485749984
CUS-00403,ADV-0099,False,6,67.4,0.2569862635414363
CUS-00404,ADV-0113,False,6,71.3,-0.0017936254148884527
CUS-00405,ADV-0078,True,7,66.3,0.5054094061125438
CUS-00406,ADV-0212,False,5,66.0,0.695655216309445
CUS-00407,ADV-0158,False,4,71.7,0.09865395314077945
CUS-00408,ADV-0202,False,3,82.5,0.11077425452978253
CUS-00409,ADV-0071,False,2,73.2,0.13271534418337724
CUS-00410,ADV-0093,False,1,79.7,0.12178902043090034
CUS-00411,ADV-0211,False,4,69.1,0.12238343805861114
CUS-00412,ADV-0234,True,5,73.6,0.03478596629963352
CUS-00413,ADV-0102,False,8,58.0,0.19185941240476556
CUS-00414,ADV-0010,True,8,63.5,0.19018862204281378
CUS-00415,ADV-0246,False,6,77.7,-0.002754075644245001
CUS-00416,ADV-0202,False,2,82.5,0.11077425452978253
CUS-00417,ADV-0208,False,8,66.8,0.9469974323632786
CUS-00418,ADV-0004,False,7,60.0,0.6654698953902889
CUS-00419,ADV-0107,False,8,64.8,0.3170380585829619
CUS-00420,ADV-0051,False,7,60.8,1.3534088206614028
CUS-00421,ADV-0147,False,5,73.7,-0.045457238663818525
CUS-00422,ADV-0177,False,6,66.5,0.25214046426180053
CUS-00423,ADV-0018,False,2,72.0,0.10990580964218317
CUS-00424,ADV-0064,False,2,75.9,0.05507827660952199
CUS-00425,ADV-0078,False,6,66.5,1.0495993265037238
CUS-00426,ADV-0111,False,1,86.8,0.14801586393430985
CUS-00427,ADV-0104,False,3,76.0,0.06557003656481862
CUS-00428,ADV-0208,False,8,57.0,0.43607019779787565
CUS-00429,ADV-0017,False,4,67.5,-0.07513900852488123
CUS-00430,ADV-0012,False,7,66.0,-0.01743099286351234
CUS-00431,ADV-0210,False,8,64.7,0.16921221364906708
CUS-00432,ADV-0230,False,7,66.3,0.182162188868484
CUS-00433,ADV-0059,False,4,77.7,0.17987427462568828
CUS-00434,ADV-0093,False,1,79.7,0.12178902043090034
CUS-00435,ADV-0142,True,6,70.7,0.2777659551402339
CUS-00436,ADV-0244,False,2,81.5,0.22289511157265413
CUS-00437,ADV-0076,False,1,73.2,-0.041347029243384424
CUS-00438,ADV-0185,True,6,65.2,0.33503713750962666
CUS-00439,ADV-0051,False,5,60.8,1.3534088206614028
CUS-00440,ADV-0084,True,7,53.5,1.7469132466268722
CUS-00441,ADV-0073,False,1,74.7,0.6564600422931495
CUS-00442,ADV-0208,False,8,66.2,0.23173421562818294
CUS-00443,ADV-0141,False,3,78.3,-0.055292879800497
CUS-00444,ADV-0010,False,7,55.1,0.890960794152771
CUS-00445,ADV-0012,True,8,63.8,0.3058660711149568
CUS-00446,ADV-0156,False,8,64.3,0.26529803478654923
CUS-00447,ADV-0135,False,8,72.0,0.0032289004570267175
